datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
06-06-2011 10:00,2,0,1,1,29.52,33.335,51,15.0013,95
06-06-2011 11:00,2,0,1,1,30.34,33.335,42,8.9981,111
06-06-2011 12:00,2,0,1,1,31.16,33.335,37,11.0014,153
06-06-2011 13:00,2,0,1,1,31.98,34.09,35,0,180
06-06-2011 14:00,2,0,1,1,31.98,34.09,31,8.9981,145
06-06-2011 15:00,2,0,1,1,32.8,34.85,29,12.998,165
06-06-2011 16:00,2,0,1,1,31.16,33.335,33,8.9981,267
06-06-2011 17:00,2,0,1,1,31.98,34.09,33,19.0012,579
06-06-2011 18:00,2,0,1,1,31.16,33.335,31,8.9981,556
06-06-2011 19:00,2,0,1,1,29.52,33.335,54,12.998,407
06-06-2011 20:00,2,0,1,1,27.88,31.82,61,8.9981,336
06-06-2011 21:00,2,0,1,1,27.06,31.06,57,6.0032,189
06-06-2011 22:00,2,0,1,1,27.06,31.06,61,6.0032,173
06-06-2011 23:00,2,0,1,1,26.24,30.305,69,6.0032,60
07-06-2011 00:00,2,0,1,1,26.24,30.305,65,6.0032,20
07-06-2011 01:00,2,0,1,1,25.42,30.305,69,8.9981,4
07-06-2011 02:00,2,0,1,1,24.6,29.545,73,6.0032,5
07-06-2011 03:00,2,0,1,1,24.6,29.545,73,6.0032,2
07-06-2011 04:00,2,0,1,1,23.78,27.275,83,8.9981,5
07-06-2011 05:00,2,0,1,1,23.78,27.275,88,11.0014,32
07-06-2011 06:00,2,0,1,1,24.6,28.79,78,8.9981,126
07-06-2011 07:00,2,0,1,2,26.24,30.305,69,12.998,334
07-06-2011 08:00,2,0,1,2,27.88,31.82,61,8.9981,477
07-06-2011 09:00,2,0,1,2,29.52,33.335,58,15.0013,217
07-06-2011 10:00,2,0,1,2,31.16,34.09,48,12.998,123
07-06-2011 11:00,2,0,1,2,31.16,34.85,52,16.9979,151
07-06-2011 12:00,2,0,1,2,32.8,36.365,46,19.0012,183
07-06-2011 13:00,2,0,1,2,32.8,36.365,43,16.9979,196
07-06-2011 14:00,2,0,1,2,32.8,36.365,43,19.0012,146
07-06-2011 15:00,2,0,1,2,33.62,37.12,41,22.0028,183
07-06-2011 16:00,2,0,1,1,32.8,35.605,38,15.0013,308
07-06-2011 17:00,2,0,1,1,32.8,36.365,43,16.9979,539
07-06-2011 18:00,2,0,1,1,31.98,34.85,46,19.0012,551
07-06-2011 19:00,2,0,1,1,31.16,34.09,48,16.9979,424
07-06-2011 20:00,2,0,1,1,30.34,34.09,56,8.9981,346
07-06-2011 21:00,2,0,1,1,29.52,34.09,70,8.9981,218
07-06-2011 22:00,2,0,1,1,28.7,32.575,65,8.9981,153
07-06-2011 23:00,2,0,1,1,27.88,31.82,79,7.0015,90
08-06-2011 00:00,2,0,1,1,27.06,29.545,89,8.9981,41
08-06-2011 01:00,2,0,1,1,27.06,30.305,78,0,23
08-06-2011 02:00,2,0,1,1,26.24,28.79,89,6.0032,7
08-06-2011 03:00,2,0,1,1,26.24,28.79,89,6.0032,3
08-06-2011 04:00,2,0,1,1,25.42,28.79,83,0,6
08-06-2011 05:00,2,0,1,1,25.42,28.03,88,0,21
08-06-2011 06:00,2,0,1,1,26.24,28.79,89,8.9981,116
08-06-2011 07:00,2,0,1,1,27.06,31.06,74,7.0015,353
08-06-2011 08:00,2,0,1,1,31.16,35.605,58,11.0014,481
08-06-2011 09:00,2,0,1,1,31.16,35.605,58,11.0014,202
08-06-2011 10:00,2,0,1,1,33.62,37.12,43,15.0013,90
08-06-2011 11:00,2,0,1,1,34.44,37.88,41,12.998,134
08-06-2011 12:00,2,0,1,1,36.08,40.91,42,8.9981,149
08-06-2011 13:00,2,0,1,1,36.9,42.425,42,0,136
08-06-2011 14:00,2,0,1,1,37.72,43.94,40,16.9979,155
08-06-2011 15:00,2,0,1,1,37.72,43.94,40,11.0014,128
08-06-2011 16:00,2,0,1,1,37.72,43.94,40,15.0013,233
08-06-2011 17:00,2,0,1,1,37.72,42.425,35,15.0013,506
08-06-2011 18:00,2,0,1,1,36.9,40.91,37,15.0013,459
08-06-2011 19:00,2,0,1,1,33.62,40.15,59,8.9981,384
08-06-2011 20:00,2,0,1,1,32.8,39.395,63,8.9981,280
08-06-2011 21:00,2,0,1,1,32.8,40.15,66,8.9981,202
08-06-2011 22:00,2,0,1,1,31.16,37.12,75,11.0014,176
08-06-2011 23:00,2,0,1,1,31.16,37.12,75,12.998,116
09-06-2011 00:00,2,0,1,2,30.34,35.605,79,8.9981,47
09-06-2011 01:00,2,0,1,1,30.34,35.605,79,7.0015,16
09-06-2011 02:00,2,0,1,2,29.52,35.605,84,11.0014,6
09-06-2011 03:00,2,0,1,2,29.52,35.605,84,7.0015,2
09-06-2011 04:00,2,0,1,2,29.52,34.85,79,6.0032,6
09-06-2011 05:00,2,0,1,2,28.7,33.335,84,0,20
09-06-2011 06:00,2,0,1,2,29.52,35.605,84,6.0032,118
09-06-2011 07:00,2,0,1,2,29.52,34.85,79,8.9981,314
09-06-2011 08:00,2,0,1,2,31.16,36.365,70,7.0015,432
09-06-2011 09:00,2,0,1,1,34.44,39.395,49,0,168
09-06-2011 10:00,2,0,1,1,35.26,40.91,50,19.0012,94
09-06-2011 11:00,2,0,1,1,36.9,42.425,42,15.0013,118
09-06-2011 12:00,2,0,1,1,37.72,42.425,35,12.998,140
09-06-2011 13:00,2,0,1,1,36.9,40.91,37,6.0032,136
09-06-2011 14:00,2,0,1,1,37.72,43.94,40,12.998,118
09-06-2011 15:00,2,0,1,1,38.54,41.665,31,11.0014,104
09-06-2011 16:00,2,0,1,1,37.72,41.665,33,8.9981,200
09-06-2011 17:00,2,0,1,1,36.9,40.91,37,16.9979,409
09-06-2011 18:00,2,0,1,1,36.08,40.15,39,19.0012,466
09-06-2011 19:00,2,0,1,2,34.44,37.12,39,22.0028,326
09-06-2011 20:00,2,0,1,2,32.8,36.365,43,12.998,254
09-06-2011 21:00,2,0,1,3,31.16,34.85,52,0,171
09-06-2011 22:00,2,0,1,2,30.34,34.09,58,11.0014,153
09-06-2011 23:00,2,0,1,2,30.34,34.85,57,11.0014,97
10-06-2011 00:00,2,0,1,3,28.7,32.575,65,15.0013,69
10-06-2011 01:00,2,0,1,3,28.7,32.575,65,15.0013,23
10-06-2011 02:00,2,0,1,1,27.88,31.82,69,11.0014,13
10-06-2011 03:00,2,0,1,1,27.88,31.82,69,11.0014,6
10-06-2011 04:00,2,0,1,1,27.06,30.305,78,11.0014,4
10-06-2011 05:00,2,0,1,1,27.06,30.305,78,11.0014,28
10-06-2011 06:00,2,0,1,1,27.06,30.305,78,6.0032,104
10-06-2011 07:00,2,0,1,1,29.52,34.09,66,7.0015,267
10-06-2011 08:00,2,0,1,1,30.34,34.09,58,8.9981,452
10-06-2011 09:00,2,0,1,1,31.16,34.85,55,0,213
10-06-2011 10:00,2,0,1,1,31.98,35.605,52,0,111
10-06-2011 11:00,2,0,1,1,33.62,37.88,46,0,153
10-06-2011 12:00,2,0,1,1,34.44,37.88,44,8.9981,207
10-06-2011 13:00,2,0,1,1,34.44,37.88,44,7.0015,189
10-06-2011 14:00,2,0,1,1,35.26,38.635,39,0,165
10-06-2011 15:00,2,0,1,1,34.44,37.88,44,7.0015,212
10-06-2011 16:00,2,0,1,1,33.62,39.395,56,19.9995,285
10-06-2011 17:00,2,0,1,1,33.62,38.635,52,15.0013,517
10-06-2011 18:00,2,0,1,1,32.8,38.635,59,15.0013,463
10-06-2011 19:00,2,0,1,1,31.98,37.12,59,12.998,306
10-06-2011 20:00,2,0,1,1,31.16,35.605,62,7.0015,250
10-06-2011 21:00,2,0,1,1,31.16,36.365,66,8.9981,218
10-06-2011 22:00,2,0,1,1,29.52,34.85,74,16.9979,185
10-06-2011 23:00,2,0,1,1,29.52,34.85,74,11.0014,146
11-06-2011 00:00,2,0,0,1,28.7,33.335,79,8.9981,117
11-06-2011 01:00,2,0,0,1,28.7,33.335,79,6.0032,77
11-06-2011 02:00,2,0,0,1,28.7,33.335,79,7.0015,60
11-06-2011 03:00,2,0,0,1,27.88,31.82,83,6.0032,28
11-06-2011 04:00,2,0,0,1,27.88,31.82,79,6.0032,13
11-06-2011 05:00,2,0,0,1,27.88,31.82,74,8.9981,16
11-06-2011 06:00,2,0,0,1,28.7,32.575,61,8.9981,40
11-06-2011 07:00,2,0,0,1,29.52,33.335,58,12.998,68
11-06-2011 08:00,2,0,0,1,30.34,34.09,58,12.998,143
11-06-2011 09:00,2,0,0,1,30.34,34.09,62,8.9981,230
11-06-2011 10:00,2,0,0,1,30.34,34.09,58,11.0014,264
11-06-2011 11:00,2,0,0,1,31.16,35.605,62,8.9981,325
11-06-2011 12:00,2,0,0,1,32.8,37.88,55,15.0013,347
11-06-2011 13:00,2,0,0,1,32.8,37.88,55,12.998,387
11-06-2011 14:00,2,0,0,1,33.62,38.635,49,7.0015,380
11-06-2011 15:00,2,0,0,1,33.62,38.635,49,7.0015,374
11-06-2011 16:00,2,0,0,2,32.8,36.365,46,12.998,394
11-06-2011 17:00,2,0,0,2,30.34,34.09,58,11.0014,337
11-06-2011 18:00,2,0,0,2,29.52,34.09,62,8.9981,286
11-06-2011 19:00,2,0,0,1,28.7,32.575,65,12.998,264
11-06-2011 20:00,2,0,0,1,27.88,31.82,74,16.9979,275
11-06-2011 21:00,2,0,0,1,27.06,31.06,74,15.0013,220
11-06-2011 22:00,2,0,0,1,27.06,30.305,78,15.0013,190
11-06-2011 23:00,2,0,0,1,27.06,31.06,74,7.0015,131
12-06-2011 00:00,2,0,0,1,27.06,30.305,78,15.0013,119
12-06-2011 01:00,2,0,0,1,26.24,28.79,83,7.0015,93
12-06-2011 02:00,2,0,0,1,26.24,28.79,89,16.9979,66
12-06-2011 03:00,2,0,0,1,26.24,28.79,89,19.0012,28
12-06-2011 04:00,2,0,0,1,25.42,28.03,88,11.0014,14
12-06-2011 05:00,2,0,0,1,25.42,28.03,88,15.0013,10
12-06-2011 06:00,2,0,0,1,25.42,28.03,88,7.0015,14
12-06-2011 07:00,2,0,0,1,26.24,29.545,78,7.0015,34
12-06-2011 08:00,2,0,0,1,28.7,33.335,74,0,92
12-06-2011 09:00,2,0,0,1,29.52,34.09,66,0,182
12-06-2011 10:00,2,0,0,1,31.16,35.605,58,6.0032,311
12-06-2011 11:00,2,0,0,1,31.98,36.365,55,7.0015,367
12-06-2011 12:00,2,0,0,1,33.62,37.88,46,0,420
12-06-2011 13:00,2,0,0,1,31.98,37.12,59,19.0012,373
12-06-2011 14:00,2,0,0,1,33.62,39.395,56,16.9979,315
12-06-2011 15:00,2,0,0,1,32.8,38.635,59,19.9995,360
12-06-2011 16:00,2,0,0,3,27.88,31.82,83,19.0012,350
12-06-2011 17:00,2,0,0,3,27.88,31.82,83,19.0012,252
12-06-2011 18:00,2,0,0,1,28.7,33.335,74,11.0014,256
12-06-2011 19:00,2,0,0,1,28.7,33.335,74,7.0015,223
12-06-2011 20:00,2,0,0,1,27.06,30.305,83,11.0014,206
12-06-2011 21:00,2,0,0,1,27.06,30.305,83,7.0015,140
12-06-2011 22:00,2,0,0,1,26.24,28.79,83,8.9981,128
12-06-2011 23:00,2,0,0,1,26.24,29.545,78,12.998,107
13-06-2011 00:00,2,0,1,1,26.24,29.545,78,8.9981,28
13-06-2011 01:00,2,0,1,1,26.24,30.305,73,15.0013,16
13-06-2011 02:00,2,0,1,1,25.42,29.545,73,19.0012,10
13-06-2011 03:00,2,0,1,1,24.6,30.305,60,32.9975,7
13-06-2011 04:00,2,0,1,1,22.96,26.515,64,19.9995,4
13-06-2011 05:00,2,0,1,1,22.14,25.76,64,26.0027,29
13-06-2011 06:00,2,0,1,1,22.14,25.76,64,27.9993,105
13-06-2011 07:00,2,0,1,1,22.96,26.515,56,23.9994,328
13-06-2011 08:00,2,0,1,1,23.78,27.275,49,30.0026,476
13-06-2011 09:00,2,0,1,1,25.42,31.06,46,23.9994,224
13-06-2011 10:00,2,0,1,1,26.24,31.06,41,22.0028,118
13-06-2011 11:00,2,0,1,1,27.06,31.06,41,19.9995,159
13-06-2011 12:00,2,0,1,1,27.06,31.06,41,19.0012,196
13-06-2011 13:00,2,0,1,1,28.7,31.82,37,0,227
13-06-2011 14:00,2,0,1,1,28.7,31.82,34,16.9979,200
13-06-2011 15:00,2,0,1,1,28.7,31.82,37,30.0026,185
13-06-2011 16:00,2,0,1,1,28.7,31.82,37,27.9993,326
13-06-2011 17:00,2,0,1,1,28.7,31.82,39,22.0028,601
13-06-2011 18:00,2,0,1,1,28.7,31.82,37,23.9994,586
13-06-2011 19:00,2,0,1,1,27.06,31.06,39,19.0012,423
13-06-2011 20:00,2,0,1,1,26.24,31.06,44,16.9979,331
13-06-2011 21:00,2,0,1,1,26.24,31.06,41,16.9979,218
13-06-2011 22:00,2,0,1,1,25.42,31.06,46,15.0013,134
13-06-2011 23:00,2,0,1,1,25.42,31.06,46,12.998,89
14-06-2011 00:00,2,0,1,1,24.6,31.06,49,12.998,31
14-06-2011 01:00,2,0,1,1,24.6,31.06,49,16.9979,13
14-06-2011 02:00,2,0,1,1,24.6,31.06,49,19.0012,10
14-06-2011 03:00,2,0,1,1,23.78,27.275,53,22.0028,2
14-06-2011 04:00,2,0,1,1,22.14,25.76,60,16.9979,3
14-06-2011 05:00,2,0,1,1,22.14,25.76,56,22.0028,26
14-06-2011 06:00,2,0,1,1,22.14,25.76,56,19.9995,113
14-06-2011 07:00,2,0,1,1,22.96,26.515,52,27.9993,365
14-06-2011 08:00,2,0,1,1,23.78,27.275,49,26.0027,486
14-06-2011 09:00,2,0,1,1,25.42,31.06,46,12.998,193
14-06-2011 10:00,2,0,1,1,25.42,31.06,46,15.0013,130
14-06-2011 11:00,2,0,1,1,26.24,31.06,41,19.0012,143
14-06-2011 12:00,2,0,1,1,26.24,31.06,41,23.9994,169
14-06-2011 13:00,2,0,1,1,26.24,31.06,44,15.0013,209
14-06-2011 14:00,2,0,1,2,26.24,31.06,47,12.998,159
14-06-2011 15:00,2,0,1,1,26.24,31.06,47,11.0014,178
14-06-2011 16:00,2,0,1,1,27.88,31.82,41,12.998,330
14-06-2011 17:00,2,0,1,3,26.24,31.06,50,19.0012,569
14-06-2011 18:00,2,0,1,1,25.42,31.06,51,22.0028,538
14-06-2011 19:00,2,0,1,1,26.24,31.06,50,23.9994,386
14-06-2011 20:00,2,0,1,1,24.6,31.06,56,11.0014,297
14-06-2011 21:00,2,0,1,1,24.6,31.06,56,19.9995,243
14-06-2011 22:00,2,0,1,1,23.78,27.275,60,15.0013,188
14-06-2011 23:00,2,0,1,1,22.96,26.515,68,15.0013,110
15-06-2011 00:00,2,0,1,1,22.96,26.515,64,23.9994,52
15-06-2011 01:00,2,0,1,1,22.14,25.76,64,19.0012,14
15-06-2011 02:00,2,0,1,1,21.32,25,63,15.0013,9
15-06-2011 03:00,2,0,1,1,20.5,24.24,68,16.9979,1
15-06-2011 04:00,2,0,1,1,20.5,24.24,63,19.0012,4
15-06-2011 05:00,2,0,1,1,19.68,23.485,67,19.0012,21
15-06-2011 06:00,2,0,1,1,20.5,24.24,63,16.9979,121
15-06-2011 07:00,2,0,1,1,22.14,25.76,60,8.9981,370
15-06-2011 08:00,2,0,1,1,23.78,27.275,53,8.9981,498
15-06-2011 09:00,2,0,1,1,24.6,31.06,49,0,207
15-06-2011 10:00,2,0,1,1,26.24,31.06,47,11.0014,135
15-06-2011 11:00,2,0,1,1,27.88,31.82,36,0,164
15-06-2011 12:00,2,0,1,1,28.7,31.82,34,15.0013,211
15-06-2011 13:00,2,0,1,1,30.34,32.575,28,19.0012,189
15-06-2011 14:00,2,0,1,1,30.34,32.575,28,0,178
15-06-2011 15:00,2,0,1,1,31.16,33.335,27,0,164
15-06-2011 16:00,2,0,1,1,31.16,33.335,27,8.9981,312
15-06-2011 17:00,2,0,1,1,30.34,32.575,28,7.0015,638
15-06-2011 18:00,2,0,1,1,29.52,32.575,32,8.9981,607
15-06-2011 19:00,2,0,1,1,28.7,31.82,37,19.0012,416
15-06-2011 20:00,2,0,1,1,27.06,31.06,44,11.0014,330
15-06-2011 21:00,2,0,1,1,26.24,31.06,47,15.0013,257
15-06-2011 22:00,2,0,1,1,25.42,31.06,50,7.0015,175
15-06-2011 23:00,2,0,1,1,25.42,31.06,53,0,107
16-06-2011 00:00,2,0,1,1,24.6,31.06,56,7.0015,47
16-06-2011 01:00,2,0,1,1,23.78,27.275,60,0,17
16-06-2011 02:00,2,0,1,1,24.6,31.06,56,6.0032,5
16-06-2011 03:00,2,0,1,2,22.96,26.515,73,6.0032,4
16-06-2011 04:00,2,0,1,2,22.96,26.515,68,7.0015,6
16-06-2011 05:00,2,0,1,1,24.6,30.305,64,12.998,25
16-06-2011 06:00,2,0,1,3,23.78,27.275,73,11.0014,112
16-06-2011 07:00,2,0,1,3,22.96,26.515,78,11.0014,188
16-06-2011 08:00,2,0,1,2,24.6,29.545,69,8.9981,388
16-06-2011 09:00,2,0,1,2,25.42,30.305,65,12.998,261
16-06-2011 10:00,2,0,1,2,27.06,31.06,61,16.9979,121
16-06-2011 11:00,2,0,1,2,27.88,31.82,61,19.9995,150
16-06-2011 12:00,2,0,1,1,29.52,33.335,54,26.0027,206
16-06-2011 13:00,2,0,1,2,29.52,33.335,54,16.9979,151
16-06-2011 14:00,2,0,1,2,29.52,33.335,54,22.0028,153
16-06-2011 15:00,2,0,1,2,28.7,32.575,61,19.9995,159
16-06-2011 16:00,2,0,1,3,27.06,31.06,69,12.998,294
16-06-2011 17:00,2,0,1,2,26.24,29.545,78,7.0015,272
16-06-2011 18:00,2,0,1,1,26.24,28.79,83,15.0013,325
16-06-2011 19:00,2,0,1,1,25.42,28.79,83,19.0012,327
16-06-2011 20:00,2,0,1,1,25.42,28.79,83,22.0028,201
16-06-2011 21:00,2,0,1,3,25.42,28.79,83,16.9979,188
16-06-2011 22:00,2,0,1,3,25.42,28.79,83,16.9979,151
16-06-2011 23:00,2,0,1,3,24.6,28.03,83,16.9979,16
17-06-2011 00:00,2,0,1,1,22.96,26.515,88,6.0032,24
17-06-2011 01:00,2,0,1,1,22.96,26.515,94,8.9981,23
17-06-2011 02:00,2,0,1,1,22.96,26.515,94,7.0015,13
17-06-2011 03:00,2,0,1,1,22.96,26.515,94,7.0015,6
17-06-2011 04:00,2,0,1,1,22.14,25.76,94,8.9981,6
17-06-2011 05:00,2,0,1,1,22.14,25.76,100,0,13
17-06-2011 06:00,2,0,1,1,22.96,26.515,94,0,97
17-06-2011 07:00,2,0,1,1,24.6,28.03,83,0,250
17-06-2011 08:00,2,0,1,2,24.6,28.03,83,0,454
17-06-2011 09:00,2,0,1,1,28.7,32.575,58,12.998,224
17-06-2011 10:00,2,0,1,1,28.7,32.575,58,12.998,170
17-06-2011 11:00,2,0,1,1,27.88,31.82,69,16.9979,181
17-06-2011 12:00,2,0,1,1,28.7,32.575,65,16.9979,243
17-06-2011 13:00,2,0,1,1,30.34,34.09,62,19.0012,204
17-06-2011 14:00,2,0,1,1,31.16,34.85,52,12.998,215
17-06-2011 15:00,2,0,1,1,31.98,34.85,43,15.0013,243
17-06-2011 16:00,2,0,1,1,31.16,34.09,45,11.0014,355
17-06-2011 17:00,2,0,1,3,31.16,34.09,40,12.998,552
17-06-2011 18:00,2,0,1,3,31.16,34.09,40,12.998,450
17-06-2011 19:00,2,0,1,3,26.24,28.79,83,16.9979,328
17-06-2011 20:00,2,0,1,1,26.24,29.545,78,7.0015,232
17-06-2011 21:00,2,0,1,1,26.24,29.545,78,6.0032,208
17-06-2011 22:00,2,0,1,1,25.42,28.03,88,8.9981,175
17-06-2011 23:00,2,0,1,1,25.42,28.79,83,8.9981,178
18-06-2011 00:00,2,0,0,1,25.42,28.03,88,8.9981,104
18-06-2011 01:00,2,0,0,1,25.42,28.79,83,7.0015,95
18-06-2011 02:00,2,0,0,1,24.6,27.275,88,0,53
18-06-2011 03:00,2,0,0,1,24.6,27.275,88,6.0032,20
18-06-2011 04:00,2,0,0,1,24.6,27.275,88,6.0032,5
18-06-2011 05:00,2,0,0,1,25.42,28.79,83,0,7
18-06-2011 06:00,2,0,0,1,25.42,28.79,83,7.0015,27
18-06-2011 07:00,2,0,0,1,26.24,29.545,78,8.9981,57
18-06-2011 08:00,2,0,0,1,27.06,30.305,78,6.0032,131
18-06-2011 09:00,2,0,0,1,28.7,32.575,61,15.0013,218
18-06-2011 10:00,2,0,0,1,29.52,34.09,62,12.998,244
18-06-2011 11:00,2,0,0,1,29.52,34.09,62,8.9981,404
18-06-2011 12:00,2,0,0,1,30.34,34.85,66,6.0032,420
18-06-2011 13:00,2,0,0,1,31.16,34.85,55,0,327
18-06-2011 14:00,2,0,0,2,32.8,36.365,46,19.0012,334
18-06-2011 15:00,2,0,0,2,33.62,37.88,46,8.9981,367
18-06-2011 16:00,2,0,0,2,31.16,34.85,52,15.0013,468
18-06-2011 17:00,2,0,0,2,31.16,34.09,48,11.0014,449
18-06-2011 18:00,2,0,0,2,30.34,34.09,55,12.998,381
18-06-2011 19:00,2,0,0,2,30.34,33.335,51,7.0015,326
18-06-2011 20:00,2,0,0,2,29.52,33.335,58,8.9981,188
18-06-2011 21:00,2,0,0,2,29.52,34.09,66,7.0015,183
18-06-2011 22:00,2,0,0,2,29.52,34.09,62,8.9981,161
18-06-2011 23:00,2,0,0,2,29.52,34.09,62,0,150
19-06-2011 00:00,2,0,0,1,28.7,32.575,65,0,89
19-06-2011 01:00,2,0,0,2,28.7,32.575,65,6.0032,76
19-06-2011 02:00,2,0,0,1,27.88,31.82,74,6.0032,72
19-06-2011 03:00,2,0,0,2,27.06,30.305,78,8.9981,30
19-06-2011 04:00,2,0,0,2,27.06,31.06,74,8.9981,17
19-06-2011 05:00,2,0,0,2,27.06,30.305,78,0,19
19-06-2011 06:00,2,0,0,2,27.06,30.305,78,11.0014,33
19-06-2011 07:00,2,0,0,2,27.06,30.305,78,11.0014,71
19-06-2011 08:00,2,0,0,3,27.88,31.82,74,7.0015,84
19-06-2011 09:00,2,0,0,2,27.88,31.82,74,7.0015,169
19-06-2011 10:00,2,0,0,2,28.7,32.575,61,7.0015,244
19-06-2011 11:00,2,0,0,2,29.52,33.335,58,6.0032,377
19-06-2011 12:00,2,0,0,2,30.34,34.09,55,6.0032,396
19-06-2011 13:00,2,0,0,2,30.34,33.335,51,0,363
19-06-2011 14:00,2,0,0,3,30.34,34.09,58,7.0015,317
19-06-2011 15:00,2,0,0,2,30.34,34.09,55,7.0015,362
19-06-2011 16:00,2,0,0,2,31.16,34.09,48,0,378
19-06-2011 17:00,2,0,0,1,30.34,33.335,51,0,397
19-06-2011 18:00,2,0,0,2,30.34,34.09,58,6.0032,296
19-06-2011 19:00,2,0,0,1,29.52,34.09,62,8.9981,311
19-06-2011 20:00,2,0,0,1,28.7,32.575,70,12.998,232
19-06-2011 21:00,2,0,0,1,27.88,31.82,79,8.9981,167
19-06-2011 22:00,2,0,0,1,27.06,30.305,78,15.0013,152
19-06-2011 23:00,2,0,0,1,27.06,30.305,78,12.998,92
01-07-2011 00:00,3,0,1,1,27.06,31.06,50,0,68
01-07-2011 01:00,3,0,1,1,27.06,31.06,50,0,31
01-07-2011 02:00,3,0,1,1,25.42,30.305,69,0,13
01-07-2011 03:00,3,0,1,1,26.24,31.06,53,0,11
01-07-2011 04:00,3,0,1,1,25.42,31.06,57,0,6
01-07-2011 05:00,3,0,1,1,24.6,30.305,64,8.9981,30
01-07-2011 06:00,3,0,1,1,25.42,30.305,61,8.9981,108
01-07-2011 07:00,3,0,1,1,27.06,31.06,54,7.0015,243
01-07-2011 08:00,3,0,1,1,28.7,31.82,42,11.0014,492
01-07-2011 09:00,3,0,1,1,30.34,32.575,35,11.0014,260
01-07-2011 10:00,3,0,1,1,31.16,33.335,33,11.0014,170
01-07-2011 11:00,3,0,1,1,32.8,34.85,26,0,214
01-07-2011 12:00,3,0,1,1,32.8,34.85,26,0,263
01-07-2011 13:00,3,0,1,1,32.8,34.09,24,0,292
01-07-2011 14:00,3,0,1,1,33.62,34.85,23,12.998,303
01-07-2011 15:00,3,0,1,1,33.62,34.85,21,16.9979,381
01-07-2011 16:00,3,0,1,1,33.62,34.85,17,0,427
01-07-2011 17:00,3,0,1,1,33.62,34.85,21,12.998,461
01-07-2011 18:00,3,0,1,1,32.8,34.09,24,16.9979,422
01-07-2011 19:00,3,0,1,1,31.98,33.335,25,12.998,318
01-07-2011 20:00,3,0,1,1,29.52,32.575,42,15.0013,269
01-07-2011 21:00,3,0,1,1,28.7,31.82,45,12.998,218
01-07-2011 22:00,3,0,1,1,28.7,31.82,42,0,222
01-07-2011 23:00,3,0,1,1,27.88,31.82,47,6.0032,140
02-07-2011 00:00,3,0,0,1,27.88,31.82,47,6.0032,115
02-07-2011 01:00,3,0,0,1,27.06,31.06,54,0,78
02-07-2011 02:00,3,0,0,1,26.24,31.06,53,0,52
02-07-2011 03:00,3,0,0,1,26.24,31.06,53,0,26
02-07-2011 04:00,3,0,0,1,25.42,30.305,61,0,11
02-07-2011 05:00,3,0,0,1,23.78,27.275,73,7.0015,14
02-07-2011 06:00,3,0,0,1,25.42,30.305,69,7.0015,32
02-07-2011 07:00,3,0,0,1,26.24,30.305,65,0,45
02-07-2011 08:00,3,0,0,1,27.88,31.82,57,0,132
02-07-2011 09:00,3,0,0,1,30.34,33.335,51,6.0032,179
02-07-2011 10:00,3,0,0,1,32.8,35.605,36,0,271
02-07-2011 11:00,3,0,0,1,32.8,35.605,36,6.0032,357
02-07-2011 12:00,3,0,0,1,33.62,35.605,30,8.9981,374
02-07-2011 13:00,3,0,0,1,33.62,35.605,30,7.0015,404
02-07-2011 14:00,3,0,0,1,34.44,35.605,20,0,392
02-07-2011 15:00,3,0,0,1,35.26,36.365,19,11.0014,331
02-07-2011 16:00,3,0,0,1,36.08,37.12,22,15.0013,398
02-07-2011 17:00,3,0,0,1,34.44,36.365,30,15.0013,349
02-07-2011 18:00,3,0,0,1,33.62,35.605,30,19.0012,383
02-07-2011 19:00,3,0,0,1,32.8,34.85,33,15.0013,305
02-07-2011 20:00,3,0,0,1,31.16,34.09,45,19.0012,284
02-07-2011 21:00,3,0,0,1,30.34,33.335,48,12.998,232
02-07-2011 22:00,3,0,0,1,29.52,33.335,51,11.0014,201
02-07-2011 23:00,3,0,0,1,29.52,33.335,54,19.0012,154
03-07-2011 00:00,3,0,0,1,28.7,32.575,58,15.0013,144
03-07-2011 01:00,3,0,0,2,28.7,32.575,61,11.0014,78
03-07-2011 02:00,3,0,0,1,28.7,32.575,58,12.998,69
03-07-2011 03:00,3,0,0,3,27.88,31.82,65,6.0032,33
03-07-2011 04:00,3,0,0,3,27.88,31.82,65,6.0032,5
03-07-2011 05:00,3,0,0,3,25.42,28.79,83,12.998,1
03-07-2011 06:00,3,0,0,2,25.42,27.275,94,6.0032,3
03-07-2011 07:00,3,0,0,2,26.24,28.79,89,12.998,25
03-07-2011 08:00,3,0,0,1,27.88,31.82,79,15.0013,92
03-07-2011 09:00,3,0,0,1,28.7,33.335,74,16.9979,181
03-07-2011 10:00,3,0,0,1,30.34,34.85,66,11.0014,264
03-07-2011 11:00,3,0,0,1,31.16,35.605,62,7.0015,390
03-07-2011 12:00,3,0,0,1,32.8,37.88,55,7.0015,404
03-07-2011 13:00,3,0,0,1,32.8,38.635,59,15.0013,421
03-07-2011 14:00,3,0,0,1,33.62,39.395,56,16.9979,375
03-07-2011 15:00,3,0,0,1,34.44,40.15,53,19.9995,376
03-07-2011 16:00,3,0,0,1,34.44,40.15,53,19.9995,414
03-07-2011 17:00,3,0,0,3,32.8,37.12,49,56.9969,358
03-07-2011 18:00,3,0,0,3,32.8,37.12,49,56.9969,181
